load (MW)
1126.5
1343.916667
1125.583334
1183.916667
1153.75
1563.5
1718.083334
1868.416667
2079.583334
1854.75
1778.75
1203.0
1159.916667
1251.583334
1376.416667
1501.25
1633.25
1596.5
1665.833334
1695.75
1935.583334
1439.0
1630.416667
1484.083334
2742.25
2564.0
2133.666667
1881.416667
1422.666667
1546.666667
1776.25
1462.416667
1489.666667
1376.916667
1183.75
1758.166667
2049.916667
1682.333334
1430.833334
1540.916667
1251.416667
1305.166667
1611.916667
1133.333334
1490.583334
1620.333334
1575.583334
1594.25
1259.333334
1060.75
1026.25
1266.25
1245.083334
1223.916667
1285.333334
1134.666667
1794.833334
1168.75
1168.083334
1114.666667
1021.833334
1079.25
990.0833335
1002.0
1000.0
1137.75
1037.083334
1372.083334
