Perfect_Cost
77774.13808759669
89850.04803117282
77265.08993058781
76118.4117722015
73398.94682711923
87517.63763160763
112057.96481860089
111055.38583525807
118399.1711478913
118098.8204650748
113640.0936953136
82482.83336099864
77070.21995497639
83377.64454653332
89000.02352204881
102377.77125245622
97816.38767438401
97886.75386254725
105879.86905976057
105097.2168256625
123698.01421825148
85004.21246672189
104588.09687816529
95717.33582394887
154722.79160134387
152800.96020939312
125523.418589463
116973.56307457411
94688.70894537964
93635.39502132933
121564.03309727668
102812.38584178094
95359.37366447951
103747.84203858474
81238.05159436351
100159.1672867301
120895.04289549877
96947.57360686024
98677.33846334854
97203.78807932045
82419.20235926802
84721.84981004514
102340.5185733734
76919.09627217954
96289.25241050018
101972.13100220174
98967.08155601166
111199.21576544421
83405.48314856399
74592.46089031914
71516.44679711967
83544.67596783322
84240.64025506341
82824.85009670845
81488.59872631071
77372.46727285165
106507.82295304933
82641.9109369099
80729.00343734917
76712.50208210704
70383.9468271203
71062.69681212137
66060.19679712113
66510.19679711963
66742.69681211984
77125.89706359526
72138.94682711991
85258.73652136575
