load (MW)
1376.416667
1168.25
1175.75
828.5833335
842.25
1344.333334
2273.833334
2122.0
1770.083334
2005.583334
2701.916667
1907.9166670000002
1457.416667
1556.833334
1350.333334
1963.25
1873.1666670000002
1404.416667
1672.75
2283.166667
2126.333334
2067.083334
2045.583334
1765.333334
1934.25
2533.166667
2073.916667
2133.25
1960.9166670000002
1658.166667
2515.583334
2200.416667
2024.583334
1716.1666670000002
1571.583334
1831.833334
1839.083334
1574.333334
1901.333334
1851.083334
1618.333334
1483.833334
1550.5
1791.6666670000002
1418.0
1525.0
1911.333334
2046.9166670000002
2100.166667
1563.166667
1397.583334
1012.25
1484.916667
1640.666667
1403.25
1518.416667
1674.083334
1583.0
1738.333334
1506.333334
1170.5
931.25
1009.75
835.5833335
764.5833335
784.5
873.3333335000001
1170.916667
1442.083334
