load (MW)
1404.4166666666667
1370.8333333333333
1376.4166666666667
1406.0833333333333
1422.0
1477.25
1547.8333333333333
1612.9166666666667
1627.8333333333333
1550.9166666666667
1472.1666666666667
1364.5
1258.8333333333333
1204.5833333333333
1126.5
1094.8333333333333
1177.5
1400.75
1512.5
1519.5833333333333
1493.75
1408.6666666666667
1346.8333333333333
1229.1666666666667
1179.5833333333333
1169.8333333333333
1168.25
1207.4166666666667
1243.3333333333333
1339.3333333333333
1483.3333333333333
1590.75
1631.4166666666667
1670.5833333333333
1647.5
1547.0
1511.4166666666667
1420.5
1343.9166666666667
1287.3333333333333
1319.9166666666667
1477.25
1574.5833333333333
1554.1666666666667
1536.9166666666667
1465.0
1372.25
1271.5
1203.25
1189.3333333333333
1175.75
1173.4166666666667
1231.25
1290.9166666666667
1378.0
1516.4166666666667
1592.4166666666667
1501.0
1433.3333333333333
1329.1666666666667
1248.1666666666667
1180.1666666666667
1125.5833333333333
1117.8333333333333
1152.1666666666667
1318.75
1416.3333333333333
1366.1666666666667
1283.8333333333333
1189.8333333333333
1109.5833333333333
1035.3333333333333
939.4166666666666
867.9166666666666
828.5833333333334
821.5833333333334
823.4166666666666
854.0
918.0
1065.0
1259.0
1306.6666666666667
1273.3333333333333
1217.0833333333333
1224.0833333333333
1220.1666666666667
1183.9166666666667
1134.5
1180.1666666666667
1353.0833333333333
1452.5
1434.8333333333333
1386.0833333333333
1269.8333333333333
1131.6666666666667
977.25
895.8333333333334
860.0833333333334
842.25
838.75
868.25
1008.4166666666666
1237.25
1271.5833333333333
1170.4166666666667
1167.4166666666667
1194.3333333333333
1159.0
1165.0833333333333
1155.4166666666667
1153.75
1195.8333333333333
1291.75
1442.25
1565.5
1590.75
1599.3333333333333
1534.6666666666667
1417.1666666666667
1334.8333333333333
1311.8333333333333
1306.8333333333333
1344.3333333333333
1396.75
1492.4166666666667
1686.1666666666667
1995.6666666666667
2065.75
1918.6666666666667
1717.75
1589.1666666666667
1453.9166666666667
1463.0
1542.1666666666667
1563.5
1596.8333333333333
1792.4166666666667
2109.5
2338.3333333333335
2397.3333333333335
2409.9166666666665
2387.75
2283.8333333333335
2208.9166666666665
2167.8333333333335
2203.9166666666665
2273.8333333333335
2326.9166666666665
2427.5
2625.25
2908.3333333333335
2933.4166666666665
2700.4166666666665
2474.5
2274.8333333333335
2103.5833333333335
1956.75
1841.25
1718.0833333333333
1751.0833333333333
1973.0
2277.4166666666665
2473.75
2486.5
2483.8333333333335
2392.0
2255.75
2142.3333333333335
2092.0
2093.5
2122.0
2142.9166666666665
2184.9166666666665
2379.3333333333335
2651.25
2690.75
2414.0
2142.0833333333335
1941.4166666666667
1924.1666666666667
