load (MW)
1512.5
1574.583334
1416.333334
1452.5
1565.5
2338.333334
2473.75
2282.833334
2398.666667
2460.5
2258.25
1713.416667
1732.666667
1907.833334
2080.333334
2070.25
1877.25
1828.083334
2396.083334
2367.583334
2338.416667
1990.916667
2119.333334
1870.75
2956.333334
2661.75
2397.333334
2355.75
1962.916667
2306.5
2211.333334
1924.666667
2076.75
1836.583334
1801.583334
2255.416667
2178.416667
2110.25
1920.75
2002.5
1786.25
1871.416667
1958.75
1567.333334
1719.333334
2070.083334
2173.5
2120.833334
1850.25
1436.083334
1326.083334
1600.25
1570.916667
1737.583334
1669.416667
1720.75
2118.75
1564.583334
1374.833334
1396.916667
1367.583334
1391.833334
1290.166667
1292.0
1236.916667
1228.75
1205.333334
1835.333334
