Perfect_Cost
73960.98663459587
80689.23406723385
72817.69681211986
74084.21989806136
79345.02880372087
103764.39876828688
112882.87157704754
116097.89282330054
120586.23161362109
113868.52941303651
105884.05315459191
79321.16717210748
77269.06685328073
86563.17236703627
92919.47070239029
96264.56536502122
100684.84396392982
93429.66962586701
104426.66860213279
106854.70680378302
105585.64087344558
92598.53911114432
102208.06463640626
89449.29683178828
155992.094224782
144116.23108034738
123916.36404297702
109460.56613610363
90187.43763628222
108910.628263297
102617.84410634138
89125.49628057217
98830.48839936669
84296.31736367922
79372.8674057554
113737.39040682104
120535.46812079515
104343.88490394592
85441.67568116657
98718.73036211198
83874.76188773845
88229.50965733905
92791.92093449095
74546.2571637498
92462.76036100018
101144.29367264366
95807.85502362865
94515.89962701511
84387.78696744175
70856.44682711961
70158.94682711925
79663.18390781959
76641.21124491915
83679.89191212921
82681.68030702353
79559.78348825153
111199.21576544421
75936.22404548123
73661.44681212364
71422.69681211833
69221.44679711932
71636.44681212124
67781.4467971206
68902.69681212134
68268.94682711984
71801.44682712278
67676.44681212193
89878.84956777573
