load (MW)
1229.166667
1271.5
1035.333334
977.25
1334.833334
2208.916667
2142.333334
1856.5
1985.333334
2504.666667
1973.583334
1474.833334
1509.833334
1527.75
1913.1666670000002
1921.4166670000002
1518.166667
1655.75
2247.0
2156.916667
2047.0
1356.083334
1799.5
1819.333334
2527.083334
2126.083334
2030.833334
2026.1666670000002
1707.5
2316.166667
2159.333334
1979.833334
1736.9166670000002
1622.75
1780.6666670000002
1836.75
1684.5
1976.25
1851.9166670000002
1646.833334
1523.416667
1615.5
1814.9166670000002
1508.25
1514.583334
1872.583334
2093.083334
1996.75
1594.583334
1341.916667
1136.833334
1526.25
1546.166667
1504.166667
1410.5
1671.583334
1657.25
1653.75
1418.583334
1210.75
1052.666667
1065.5
936.0
928.0
957.1666664999999
976.5833335000001
1041.583334
1464.75
