Change1
261799.18265625447
9640.413903693698
518.7684303093993
286475.5777549809
389889.75574519404
1608.0030089294305
183942.03281731423
1615018.5951150653
400.91583108551276
1298.2084386356
103890.77877720131
299446.9575877808
545815.4885039973
324.067635142972
41561.00575880254
1147.8076297698863
1221.8636980512529
719.0495075667859
190221.86185476233
152763.95713457832
384120.1984235095
1247.251709465956
162129.1385125582
1847.598603264254
1692.046862996096
1926.2697250483907
60966.631510287785
314.63219845772255
747323.2636931984
687734.7835194902
43772.56611354173
683513.5647323991
790844.1462320342
363219.34226483665
963.3827233148768
773183.7334177557
904568.2502799034
1666.9294932732591
51238.590465180096
884151.9246520218
25047.051753068765
80380.38768218443
986.5807036929473
665.8563888450153
159671.65019189706
106456.13078159033
550725.4611585363
114829.13073002046
521.8682645885128
15281.991186697924
102.75143596169073
1122.4487724708015
775723.0140147877
1113.2810235547367
1127.5288726474682
190504.51977422324
209585.8580432976
1041.4813076913706
635.3140307179274
757.3587368615554
444378.12397056574
512.3828965773864
209.11570288002258
269.69903412862914
6717.941747340141
5267.799190564401
511.76153412823624
528368.295111972
