Perfect_Cost
84546.86449563208
88197.6941326126
80633.55691089213
82272.05564688708
86527.37991961524
119812.08834800177
128558.48092781859
125178.42591146163
130038.89262102892
129370.74221081877
119867.08216574212
91298.3546829144
89767.75786311338
100556.52919696971
107011.22760717638
109227.90009346894
105622.8935525303
99318.91239747919
121142.65394592976
120142.05105138196
119867.08216574212
103892.71353524737
112650.20558517653
98780.8181605845
162438.61739529172
149436.52751825133
131034.56774212568
121611.33072079295
102092.1673794716
118754.5155976842
113204.37373213121
98056.46047859719
109240.59096667654
93158.1121255803
90442.53712270682
122619.36618786435
121903.71625964783
111766.07473484293
94055.07479450085
105498.71795558107
92261.14945665741
96927.0010525008
98689.75602304246
82005.60072871178
96614.29849286946
109947.0495921117
106152.478503257
106177.86024967038
92187.08832021609
75956.02707165462
75293.21742534211
84610.49554508437
81838.56930741151
91343.61428275106
90158.63609968055
87310.83684019078
115069.93209354275
81854.47709363811
75979.79068404989
76185.74197564057
74234.38200940924
75882.31493909069
71793.94681212005
72300.19681212216
70890.19682712202
72866.44679712238
71411.44681212003
96894.0850247769
