Perfect_Cost
76360.00848238972
78378.63272334627
67560.19682712064
64946.44679711922
81401.10609296804
124968.8100964944
121486.63692978126
106968.92466264465
113508.95468909628
140511.37547341152
112912.48364837343
88082.3629449601
89771.87240361057
90656.49150041703
109845.52260645643
110264.32142228461
90183.32314516018
96976.3751434601
126964.52731736538
122243.80450191293
116639.37004628511
82415.22543657267
104116.22960975517
105101.35604533901
141704.1259933197
120653.91630456838
115818.69361274733
115581.7972959657
99546.56764199807
130589.13413531956
122370.44740758945
113229.7554785463
101007.70051600032
95347.0301417408
103180.77346262317
105967.73434829302
98404.15215005813
113047.85292873795
106736.258670771
96536.1228653078
90442.53712270682
94989.06798226936
104881.97914083693
89693.696726671
90006.3993356736
107785.37087279558
118978.72104126061
114088.50453170117
93956.32661258074
81739.14585826079
72127.69682712284
90582.4303639752
91565.79769207824
89493.81942822193
85012.16631211112
97762.5782655963
97050.63814330325
96877.62696153886
85397.92938835593
75497.28385354852
68340.19681212115
68917.69679712225
63090.196797119715
62730.196797120654
64042.69678961894
64916.44680461988
67841.44682712005
87601.15334225661
