Change1
104.1400000000001
-222.983334
-99.753334
-67.49000000000001
143.19000000000005
-258.53333399999974
146.07999999999993
331.6166659999999
-131.35666700000002
-245.8499999999999
233.8499999999999
180.39333299999976
-1.9666670000001432
-92.70333399999981
-23.623333999999886
156.25
-13.3599999999999
26.636666000000105
306.15666599999986
-42.073333999999704
-212.38666699999976
-117.67666700000018
-205.233334
-123.54999999999995
109.18666600000006
54.2800000000002
-263.18333399999983
313.1500000000001
142.5533329999996
67.48999999999978
-143.49333399999978
-67.31666700000028
-309.6400000000001
219.66666600000008
197.67666600000007
-317.55666700000006
-287.636667
200.1300000000001
-2.9300000000000637
36.440000000000055
-141.8900000000001
-29.56666700000028
-233.3900000000001
-149.1233339999999
62.03666599999997
132.81666600000017
-288.72
-297.03333399999997
-18.210000000000036
-165.2033339999998
-31.513333999999986
63.57999999999993
-196.30666700000006
168.256666
-190.55666700000006
74.55999999999995
68.46000000000004
140.43666600000006
165.86666600000012
-90.4766669999999
86.1366660000001
31.136666000000105
-58.29666700000007
-133.8900000000001
-27.536666999999852
-24.1400000000001
-10.623333999999886
253.0466660000002
