load (MW)
1204.583334
1420.5
1180.166667
1220.166667
1155.416667
1542.166667
1841.25
1923.416667
2056.833334
1932.75
1851.25
1269.666667
1219.25
1315.5
1430.083334
1596.0
1610.25
1622.333334
1726.416667
1711.166667
2064.5
1416.083334
1691.333334
1526.166667
2777.75
2608.833334
2191.083334
1938.166667
1513.75
1534.583334
1936.5
1592.5
1512.583334
1570.75
1243.416667
1714.833334
2096.583334
1635.416667
1557.083334
1601.583334
1286.666667
1347.416667
1663.5
1175.166667
1555.916667
1662.25
1619.583334
1786.5
1298.5
1129.083334
1080.75
1306.666667
1323.833334
1283.5
1285.25
1179.166667
1822.416667
1246.166667
1219.916667
1170.833334
1065.0
1093.833334
983.9166665
1000.583334
1002.25
1182.666667
1107.166667
1376.5
