load (MW)
1612.916667
1590.75
1516.416667
1065.0
1271.583334
2065.75
2933.416667
2690.75
2297.5
2520.166667
3298.666667
2347.916667
2066.166667
2395.416667
2038.166667
2663.5
2225.25
1656.25
2321.833334
2921.0
2789.166667
2531.333334
2788.916667
2079.166667
2399.75
2867.416667
2352.0
2751.5
2353.25
2145.75
3203.166667
2759.25
2884.083334
2174.333334
2259.75
2457.666667
2227.916667
1945.0
2316.666667
2489.583334
2088.916667
2064.583334
2086.75
2268.25
1751.333334
1960.666667
2532.916667
2523.166667
2740.5
2117.75
2137.333334
1411.916667
1956.0
2342.083334
1934.916667
2264.0
2274.25
2107.5
2252.416667
2045.583334
1883.25
1351.416667
1569.083334
1342.666667
1236.833334
1028.583334
1415.333334
1838.666667
