Change1,Change2,Change3,Change4,Change5
-176.44666699999993,9.363333000000011,22.463333000000148,199.67333299999996,12.48333300000013
-68.29999999999995,-156.02999999999997,105.65000000000009,-78.05999999999995,185.41000000000008
131.21333300000015,-178.4966669999999,-26.856667000000016,185.57333300000005,128.91333299999997
35.549999999999955,-97.88999999999999,65.15000000000009,75.69000000000005,92.19000000000005
158.35666600000013,-88.1133339999999,-17.243334000000004,-33.34333399999991,-85.03333399999997
-118.93000000000006,-286.75,261.6300000000001,-126.53999999999996,-268.94000000000005
372.96333300000015,426.893333,-340.04666700000007,318.21333300000015,47.793333000000075
83.92000000000007,-18.050000000000182,-25.75,-110.19000000000005,-9.5
-91.92000000000007,-222.23999999999978,68.11999999999989,-60.409999999999854,-164.88999999999987
168.1533330000002,159.76333299999988,-267.9866670000001,371.91333299999997,137.59333300000026
251.2733330000001,-129.73666700000012,-17.566667000000052,187.55333299999984,300.3233329999998
344.18333299999995,79.25333300000011,-6.6466669999999795,318.2233329999999,-104.0066670000001
-12.126666999999998,223.16333299999997,109.86333300000024,34.33333300000004,19.713333000000148
147.01333299999988,-38.38666699999976,232.28333299999986,280.44333300000017,117.55333299999984
-262.08666700000003,51.35333300000002,303.71333300000015,39.10333300000002,-134.00666699999988
-242.6300000000001,77.36000000000013,-397.42999999999984,-318.25,-208.09000000000015
-247.75,272.94000000000005,-223.68000000000006,-236.17000000000007,-17.730000000000018
199.66000000000008,-130.83999999999992,-94.29999999999995,242.4000000000001,-66.22000000000003
142.1766660000003,335.2966660000002,178.94666600000028,271.48666600000024,-222.3833340000001
14.340000000000146,77.86000000000013,50.940000000000055,417.1700000000001,-256.8000000000002
-293.3666669999998,-301.51666699999987,-341.83666700000003,-87.95666699999992,258.6533330000002
334.15666599999986,-292.4733339999998,326.996666,158.83666600000015,-104.8833340000001
269.53333299999986,-396.646667,-87.51666699999987,128.51333299999988,57.30333299999984
307.603333,75.54333300000008,-85.50666699999988,-160.68666699999994,-104.18666699999994
135.44999999999982,194.1199999999999,-91.44000000000005,-88.4699999999998,215.65999999999985
-35.376667,40.293333000000075,31.38333300000022,124.09333300000026,223.66333299999997
303.25,-204.8800000000001,13.860000000000127,177.44000000000005,182.8499999999999
-208.17999999999984,-166.30999999999995,-24.88000000000011,388.96000000000004,208.7800000000002
-189.80999999999995,325.52,318.1100000000001,-276.90999999999985,-5.699999999999818
285.09000000000015,-281.3299999999999,190.5300000000002,-170.24,-226.8599999999999
281.6733330000002,48.59333300000026,286.86333300000024,-255.44666700000016,67.13333300000022
-234.48999999999978,-330.17999999999984,312.2800000000002,-48.409999999999854,-306.17999999999984
-181.39333399999987,-296.8533339999999,-37.80333399999972,-361.9533339999998,79.63666599999988
-306.9433339999998,-151.56333399999994,-120.09333400000014,27.746666000000005,177.43666600000006
-227.1300000000001,-170.30999999999995,260.46000000000004,-272.75,157.4000000000001
88.82333299999982,199.94333300000017,-203.23666700000012,-149.41666699999996,50.05333299999984
186.53333299999986,265.56333300000006,325.2233329999999,117.10333300000002,-79.61666699999978
160.57999999999993,-162.18000000000006,194.38999999999987,251.7199999999998,60.819999999999936
-121.85666700000002,-52.63666699999976,-219.3466669999998,-100.30666699999983,145.67333300000018
73.07666599999993,200.40666599999986,-151.05333399999972,-307.96333400000003,-371.523334
113.72333299999991,106.44333300000017,-211.82666700000004,-103.76666699999987,283.2233329999999
209.00666600000022,237.5466660000002,-277.64333399999987,-284.763334,0.3666659999998956
-63.200000000000045,126.01000000000022,9.340000000000146,164.5,-300.80999999999995
-238.29999999999995,35.090000000000146,-328.22,36.76000000000022,278.52
-130.32333399999993,97.94666600000005,87.78666599999997,-236.6033339999999,-125.63333399999988
-180.17666699999995,-79.08666700000003,-69.90666699999997,217.58333300000004,-160.4766669999999
-180.07666699999982,8.63333300000022,71.63333300000022,153.6533330000002,354.2633329999999
-198.03666699999985,255.20333299999993,214.9933329999999,269.11333300000024,9.463333000000148
182.94000000000005,21.460000000000036,349.5100000000002,152.57999999999993,-0.6900000000000546
-222.58999999999992,192.26000000000022,37.570000000000164,90.84999999999991,-265.1199999999999
-202.6033339999999,297.5966659999999,-251.483334,107.37666600000011,-18.643333999999868
-118.88666699999999,164.5133330000001,-32.38666699999999,163.71333300000015,129.84333300000003
272.9899999999998,235.76999999999998,-158.26999999999998,-124.27999999999997,-232.56999999999994
-38.58333399999992,177.72666600000002,224.28666599999997,39.426666000000296,176.16666600000008
-92.866667,-113.25666699999988,-197.95666699999992,-39.446666999999934,-212.77666699999986
229.09000000000015,-317.01,298.77,314.25,323.0999999999999
-288.06999999999994,164.76000000000022,-8.710000000000036,-104.57999999999993,-258.8900000000001
-4.5,40.90000000000009,-70.33999999999992,-23.2199999999998,224.01999999999998
-315.2166669999999,157.63333300000022,-261.33666700000003,254.95333299999993,100.5233330000001
290.21666600000026,-125.8533339999999,-274.31333399999994,243.16666600000008,-290.8833339999999
-210.66000000000008,218.0,-258.4000000000001,-28.970000000000027,-185.51999999999998
-171.56666700000005,-111.4766669999999,-201.68666699999994,196.613333,-59.64666699999998
-17.57333399999993,72.54666600000019,93.44666600000005,211.3966660000001,194.53666599999997
69.50333300000011,43.18333299999995,151.0033330000001,-79.7266669999999,1.9833330000001297
116.04666600000019,-132.753334,-28.82333399999993,-68.18333399999983,118.28666599999997
132.86666600000012,-76.22333399999991,59.05666600000018,70.58666600000015,149.6266660000001
-53.32333399999993,56.11666600000012,-34.06333399999994,-153.67333399999984,-38.96333400000003
190.19333299999994,199.32333300000005,-269.29666700000007,270.80333299999984,252.58333300000004
