Perfect_Cost
82816.89620359763
91606.94275142137
81130.67425209646
75789.90748595168
73125.19679712178
87084.15133985729
119511.73771595005
110403.9210275598
121228.64970479273
127195.97813052729
125204.62788833339
86897.2352096369
81126.69732940359
89072.87865335538
93956.32661258074
105863.13283106264
104505.31317997901
102597.14815695948
112244.09764255589
113453.9608713584
127837.92656386454
91434.1334330564
112248.32791670387
98346.20357126024
152671.54318031957
156041.2573181156
127894.69749628419
123501.499391718
99430.67043473509
96252.22184227948
134567.46764103076
112083.34656501478
104252.82276640084
110095.10979644749
87513.66070891255
105213.11408259449
124139.08084637993
101322.2786783813
104459.78211120941
104182.4566279095
88951.45343450637
89874.73507665476
104948.2061093208
81520.41425103646
98486.93589791379
104414.25104243802
105266.9234913816
119143.70239295078
88826.0504476982
79205.83598445353
74761.87456980353
84960.46612618543
89771.87240361057
87788.0694724769
83250.38254307359
82920.29662316648
110264.32142228461
90026.9718406603
86742.13460414257
77551.42950995866
74681.01804830976
70545.19681211875
68928.94679712143
67563.94681211907
69172.69681212153
79480.24474801873
74704.11991159337
86209.22486324055
