Stage,TimeStep,Node,r_U,r_D,P_lsh,delta_RT,s
RT,111,15,0.0,0.0,0.0,4.439837728200388,0.0
RT,111,16,0.0,0.0,0.0,2.5375700471498135,0.0
RT,111,17,0.0,0.0,0.0,3.6855717067197418,0.0
RT,111,18,0.0,0.0115135499,0.0,3.747192515451218,0.0
RT,111,19,0.0,0.0,0.0,4.56364918125422,0.0
RT,111,20,0.0,0.0,0.0,4.608936943138332,0.0
RT,111,21,0.0,0.0,0.0,4.1744519716535535,0.0
RT,111,22,0.0,0.0,0.0,2.8929609911786542,0.0
RT,111,23,0.0,0.0180799282,0.0,1.0686646190904412,0.0
RT,111,24,0.0,0.0,0.0,3.150835225561451,0.0
RT,111,25,0.0,0.0525530645,0.0,2.534003187413475,0.0
RT,111,26,0.0,0.0,0.0,6.308285973355055,0.0
RT,111,27,0.0,0.0,0.0,6.612236994100073,0.0
RT,111,28,0.0,0.0,0.0,6.373487487833444,0.0
RT,111,29,0.0,0.0,0.0,1.153398111691871,0.0
RT,111,30,0.0,0.0,0.0,6.005252484099316,0.0
RT,111,31,0.0,0.0,0.0,5.578269084326109,0.0
RT,111,32,0.0,0.0,0.0,1.6967499049642356,0.0
RT,111,33,0.0,0.0861991593,0.0,-1.4759068547790548,0.0
RT,111,34,0.0,0.0,0.0,-1.1861826818312977,0.0
RT,111,35,0.0,0.0,0.0,-1.1840487108533182,0.0
RT,111,36,0.0,0.0,0.0,-1.7838126559952343,0.0
RT,111,37,0.0,0.0,0.0,-3.7678539508080746,0.0
RT,111,38,0.0,0.0,0.0,-2.4707147215653436,0.0
RT,111,39,0.0,0.0,0.0,-3.447636304534882,0.0
RT,111,40,0.0,0.0,0.0,-4.417573602505712,0.0
RT,111,41,0.0,0.0824825805,0.0,-8.894753855036242,0.0
RT,111,42,0.0,0.0,0.0,-4.894179729671265,0.0
RT,111,43,0.0,0.0,0.0,-11.46589250744276,42.72728797358356
RT,111,44,0.0,0.0,0.0,-18.24462258578646,0.0
RT,111,45,0.0,0.0,0.0,-26.37016399074588,0.0
RT,111,46,0.0,0.0,0.0,-23.405017111780722,0.0
RT,111,47,0.0,0.0,0.0,-24.70556472411289,0.0
RT,111,48,0.0,0.0,0.0,-24.622417830277072,0.0
RT,111,49,0.0,0.0,0.0,-24.634024600813035,0.0
RT,111,50,0.0,0.0,0.0,-24.518344739184045,0.0
RT,111,51,0.0,0.0,0.0,-24.288984987006785,0.0
RT,111,52,0.0,0.0,0.0,-24.70495535731183,0.0
RT,111,53,0.0,73.3535407,0.0,-26.020021566816638,0.0
RT,111,54,0.0,49.5632032,0.0,-26.453775321798332,0.0
RT,111,55,0.0,0.0759168045,0.0,-26.48827812827517,0.0
RT,111,56,0.0,0.0,0.0,-25.470336848595707,0.0
RT,111,57,0.0,0.0,0.0,-25.18182422661934,0.0
RT,111,58,0.0,0.0571015437,0.0,-27.174788421463177,0.0
RT,111,59,0.0,0.0,0.0,-23.087773685875533,0.0
RT,111,60,0.0,0.0452716804,0.0,-23.29781197895062,0.0
RT,111,61,0.0,0.0,0.0,-22.20043594041823,0.0
RT,111,62,0.0,0.0,0.0,-23.791002413538905,0.0
RT,111,63,0.0,0.0,0.0,-22.03774541461442,0.0
RT,111,64,0.0,0.0,0.0,-17.970401590904373,0.0
RT,111,65,0.0,0.0,0.0,-20.80626109682197,0.0
RT,111,66,0.0,0.0,0.0,-20.909022041328825,0.0
RT,111,67,0.0,0.0,0.0,-16.331895367557877,0.0
RT,111,68,0.0,0.0743937065,0.0,-14.88976842779087,0.0
RT,111,69,0.0,0.0309142441,0.0,-8.02277899957977,0.0
RT,111,70,0.0,0.0,0.0,-7.096142273523867,0.0
RT,111,71,0.0,0.0,0.0,-2.7843927763978513,0.0
RT,111,72,0.0,0.0,0.0,-6.998610401722431,0.0
RT,111,73,0.0,0.0486035535,0.0,-8.663317610327653,0.0
RT,111,74,0.0,0.0,0.0,-9.848095351294376,0.0
RT,111,75,0.0,0.0255604784,0.0,-9.93019104011455,0.0
RT,111,76,0.0,0.0600064857,0.0,-14.465818660068948,0.0
RT,111,77,0.0,0.0,0.0,-14.305410227222723,0.0
RT,111,78,0.0,0.0,0.0,-14.610047616785721,0.0
RT,111,79,0.0,0.00894657326,0.0,-16.47205391933508,0.0
RT,111,80,0.0,0.0,0.0,-16.38139191905961,0.0
RT,111,81,0.0,0.0,0.0,-16.502579192030566,0.0
RT,111,82,0.0,0.0,0.0,-16.18396855457462,0.0
RT,111,83,0.0,0.0,0.0,-16.000122161753467,0.0
RT,111,84,0.0,0.0177997946,0.0,-16.16330383979266,0.0
RT,111,85,0.0,0.0,0.0,-15.238469680970894,0.0
RT,111,86,0.0,0.0,0.0,-15.238469680970894,0.0
RT,111,87,0.0,0.0,0.0,-16.746350179745775,0.0
RT,111,88,0.0,0.0,0.0,-18.376999173253665,0.0
RT,111,89,0.0,0.0757704708,0.0,-16.015151218904236,0.0
RT,111,90,0.0,0.0,0.0,-17.86211578510344,0.0
RT,111,91,0.0,0.0732033819,0.0,-21.127764986345824,0.0
RT,111,92,0.0,0.0,0.0,-22.562181510054273,0.0
RT,111,93,0.0,0.0,0.0,-24.11488874147733,0.0
RT,111,94,0.0,0.0,0.0,-21.600300579821834,0.0
RT,111,95,0.0,0.0,0.0,-19.25356853199392,0.0
RT,111,96,0.0,0.0,0.0,-17.656220021531624,0.0
RT,111,97,0.0,0.0,0.0,-22.123693919886506,0.0
RT,111,98,0.0,0.0,0.0,-27.932959547444995,0.0
RT,111,99,0.0,0.12309588,0.0,-33.66983503601122,0.0
RT,111,100,0.0,0.0,0.0,-27.677503614593803,0.0
RT,111,101,0.0,0.0,0.0,-23.24165480817618,0.0
RT,111,102,0.0,0.0,0.0,-42.32844916874848,0.0
RT,111,103,0.0,0.0,0.0,-47.10612846433179,0.0
RT,111,104,0.0,25.759911,0.0,-47.47107301198588,0.0
RT,111,105,0.0,0.0,0.0,-46.10722585984357,0.0
RT,111,106,0.0,0.0,0.0,-54.30096490690616,0.0
RT,111,107,0.0,0.0,0.0,-48.46824881103407,0.0
RT,111,108,0.0,0.0,0.0,-48.897388122860946,0.0
RT,111,109,0.0,0.0542073467,0.0,-50.25108437677636,0.0
RT,111,110,0.0,0.0,0.0,-50.25108437677636,0.0
RT,111,111,0.0,0.0891622114,0.0,-48.68715954414631,0.0
RT,111,112,0.0,0.0592821341,0.0,1.0073851086459342,0.0
RT,111,113,0.0,0.0,0.0,6.231745534618199,0.0
RT,111,114,0.0,0.0,0.0,6.313004349900069,0.0
RT,111,115,0.0,0.0,0.0,-16.065079101528454,0.0
RT,111,116,0.0,0.0,0.0,5.576735628995664,0.0
RT,111,117,0.0,0.0,0.0,-9.584990968751498,0.0
RT,112,0,0.0,0.0,0.0,0.0,0.0
RT,112,1,0.0,0.0,0.0,2.840010055889735,0.0
RT,112,2,0.0,0.0,0.0,1.8419832106566503,0.0
RT,112,3,0.0,0.0,0.0,3.6714803975399377,0.0
RT,112,4,0.0,0.0,0.0,3.4874834090834668,0.0
RT,112,5,0.0,0.0271667612,0.0,4.431728935947575,0.0
RT,112,6,0.0,0.0,0.0,4.413920748590812,0.0
RT,112,7,0.0,0.0,0.0,2.488687500221488,0.0
RT,112,8,0.0,0.0,0.0,2.487925555730186,0.0
RT,112,9,0.0,0.0,0.0,2.4871211422016586,0.0
RT,112,10,0.0,0.0,0.0,4.312765090766163,0.0
RT,112,11,0.0,0.0297806712,0.0,4.1572822549967725,0.0
RT,112,12,0.0,0.0,0.0,4.656324865526557,0.0
RT,112,13,0.0,0.0,0.0,4.072795172036905,0.0
RT,112,14,0.0,0.061134757,0.0,2.8782297848491964,0.0
RT,112,15,0.0,0.0,0.0,3.985556846384725,0.0
RT,112,16,0.0,0.0,0.0,2.028886000477314,0.0
RT,112,17,0.0,0.0113088766,0.0,2.931373770114078,0.0
RT,112,18,0.0,0.0,0.0,2.770015641283152,0.0
RT,112,19,0.0,0.0,0.0,3.497294977167428,0.0
RT,112,20,0.0,0.0,0.0,3.486788311178401,0.0
RT,112,21,0.0,0.0,0.0,2.996480323113474,0.0
RT,112,22,0.0,0.0,0.0,1.6327625091644222,0.0
RT,112,23,0.0,0.0,0.0,-0.5120776387144019,0.0
RT,112,24,0.0,0.0,0.0,2.0486404663340068,0.0
RT,112,25,0.0,0.0698915082,0.0,1.451607072839579,0.0
RT,112,26,0.0,0.0,0.0,5.443542671595537,0.0
RT,112,27,0.0,0.0,0.0,5.788861311849786,0.0
RT,112,28,0.0,0.0,0.0,5.605090451218615,0.0
RT,112,29,0.0,0.0,0.0,0.10753743958463247,0.0
RT,112,30,0.0,0.0,0.0,5.260788296566261,0.0
RT,112,31,0.0,0.0,0.0,4.7866224240244435,0.0
RT,112,32,0.0,0.0,0.0,0.01961687540867274,0.0
RT,112,33,0.0,0.0761728503,0.0,-4.167013751712318,0.0
RT,112,34,0.0,0.0,0.0,-3.849872165561152,0.0
RT,112,35,0.0,0.0,0.0,-3.8568050149461044,0.0
RT,112,36,0.0,0.0,0.0,-4.3937544298863145,0.0
RT,112,37,0.0,0.0,0.0,-5.961687279742989,0.0
RT,112,38,0.0,0.0,0.0,-5.506877302012754,0.0
RT,112,39,0.0,0.0,0.0,-6.717535745410828,0.0
RT,112,40,0.0,0.0,0.0,-7.871351377136534,0.0
RT,112,41,0.0,0.0858089681,0.0,-12.829112575931418,0.0
RT,112,42,0.0,0.0,0.0,-10.285084632510689,0.0
RT,112,43,0.0,0.0,0.0,-20.772312715074918,0.0
RT,112,44,0.0,0.0,0.0,-25.130506736968243,0.0
RT,112,45,0.0,0.000836708855,0.0,-30.941902326483245,0.0
RT,112,46,0.0,0.0,0.0,-28.071262065005016,0.0
RT,112,47,0.0,0.0,0.0,-29.62445050849496,0.0
RT,112,48,0.0,0.0,0.0,-29.62816708638698,0.0
RT,112,49,0.0,0.0,0.0,-29.83098146118047,0.0
RT,112,50,0.0,0.0,0.0,-29.978981741820036,0.0
RT,112,51,0.0,0.0,0.0,-29.834413431119344,0.0
RT,112,52,0.0,0.0,0.0,-30.468984952974125,0.0
RT,112,53,0.0,40.85883792501306,0.0,-31.93079475409243,0.0
RT,112,54,0.0,49.5531071,0.0,-32.1791981668772,0.0
RT,112,55,0.0,0.0831734932,0.0,-32.24193525260716,0.0
RT,112,56,0.0,0.0,0.0,-30.994718368374947,0.0
RT,112,57,0.0,0.0,0.0,-30.770380711685902,0.0
RT,112,58,0.0,0.0525968625,0.0,-31.580285208325733,0.0
RT,112,59,0.0,0.0,0.0,-26.706538318806935,0.0
RT,112,60,0.0,0.0692491868,0.0,-26.831341370931398,0.0
RT,112,61,0.0,0.00289010351,0.0,-25.843485737216042,0.0
RT,112,62,0.0,0.0,0.0,-27.649979476918304,0.0
RT,112,63,0.0,0.0,0.0,-25.613551636810826,0.0
RT,112,64,0.0,0.0,0.0,-21.166260151590308,0.0
RT,112,65,0.0,0.0,0.0,-24.755848432581672,0.0
RT,112,66,0.0,0.0,0.0,-24.725092199633423,0.0
RT,112,67,0.0,0.0,0.0,-19.53884666002034,0.0
RT,112,68,0.0,0.0901153246,0.0,-18.198600446513467,0.0
RT,112,69,0.0,0.00350569435,0.0,-10.91638214974742,0.0
RT,112,70,0.0,0.0,0.0,-9.879201341620728,0.0
RT,112,71,0.0,0.0,0.0,-4.9983642622664775,0.0
RT,112,72,0.0,0.0,0.0,-9.783834136109618,0.0
RT,112,73,0.0,0.0687791947,0.0,-11.71905435885634,0.0
RT,112,74,0.0,0.0,0.0,-12.93865303223717,0.0
RT,112,75,0.0,0.0048107383,0.0,-13.039469380630578,0.0
RT,112,76,0.0,0.0790598815,0.0,-17.53764891295998,0.0
RT,112,77,0.0,0.0,0.0,-17.378531208783954,0.0
RT,112,78,0.0,0.0,0.0,-17.675600710650684,0.0
RT,112,79,0.0,0.0472593785,0.0,-19.49975256003097,0.0
RT,112,80,0.0,0.0,0.0,-19.52504070163249,0.0
RT,112,81,0.0,0.0,0.0,-19.41955291624467,0.0
RT,112,82,0.0,0.0,0.0,-19.073155430220197,0.0
RT,112,83,0.0,0.0,0.0,-18.84121781600942,0.0
RT,112,84,0.0,0.00904508468,0.0,-18.976932191052725,0.0
RT,112,85,0.0,0.0,0.0,-18.067499150975323,0.0
RT,112,86,0.0,0.0,0.0,-18.068056558186612,0.0
RT,112,87,0.0,0.0,0.0,-19.50524446356249,0.0
RT,112,88,0.0,0.0,0.0,-21.077746903272384,0.0
RT,112,89,0.0,0.0345639859,0.0,-18.746153349569738,0.0
RT,112,90,0.0,0.0,0.0,-20.55565889873816,0.0
RT,112,91,0.0,0.0783074258,0.0,-23.756891541282016,0.0
RT,112,92,0.0,0.0,0.0,-25.216422338113375,0.0
RT,112,93,0.0,0.0,0.0,-26.785683364277162,0.0
RT,112,94,0.0,0.0,0.0,-24.35375862969292,0.0
RT,112,95,0.0,0.0,0.0,-22.097808767050196,0.0
RT,112,96,0.0,0.0,0.0,-20.593695447863468,0.0
RT,112,97,0.0,0.0,0.0,-24.95218701531661,0.0
RT,112,98,0.0,0.0,0.0,-30.56855746256781,0.0
RT,112,99,0.0,0.121262345,0.0,-36.132654544951436,0.0
RT,112,100,0.0,0.0,0.0,-30.221634076448254,0.0
RT,112,101,0.0,0.0,0.0,-25.843570892362465,0.0
RT,112,102,0.0,0.0,0.0,-44.57249615718405,0.0
RT,112,103,0.0,0.00648296013,0.0,-49.38826045145623,0.0
RT,112,104,0.0,25.7444963,0.0,-49.721949292505485,0.0
RT,112,105,0.0,0.0,0.0,-48.40924972215012,0.0
RT,112,106,0.0,0.0210717646,0.0,-56.59969621986188,0.0
RT,112,107,0.0,0.0,0.0,-50.74656982108888,0.0
RT,112,108,0.0,0.0,0.0,-51.18661642506041,0.0
RT,112,109,0.0,0.088948394,0.0,-52.56561483757963,0.0
RT,112,110,0.0,0.0,0.0,-52.565614837579616,0.0
RT,112,111,0.0,0.0703208948,0.0,-51.03492909539051,0.0
RT,112,112,0.0,0.072411458,0.0,1.3304520880971324,0.0
RT,112,113,0.0,0.0,0.0,5.403743388957793,0.0
RT,112,114,0.0,0.0,0.0,5.47930957930447,0.0
RT,112,115,0.0,0.0,0.0,-19.2763782723502,0.0
RT,112,116,0.0,0.0,0.0,5.143475874798753,0.0
RT,112,117,0.0,0.0,0.0,-12.689248832174826,0.0
RT,113,0,0.0,0.0,0.0,0.0,0.0
RT,113,1,0.0,0.0,0.0,2.2127603958098803,0.0
RT,113,2,0.0,0.0,0.0,1.4045838708612735,0.0
RT,113,3,0.0,0.0,0.0,2.5690453815491594,0.0
RT,113,4,0.0,0.0,0.0,2.3861360737125494,0.0
RT,113,5,0.0,0.0921933787,0.0,3.2920635325566536,0.0
RT,113,6,0.0,0.0,0.0,3.3259558983195916,0.0
RT,113,7,0.0,0.0176043954,0.0,1.2309359678196756,0.0
RT,113,8,0.0,0.0,0.0,1.2313732667119837,0.0
RT,113,9,0.0,0.0291784707,0.0,1.231834939640919,0.0
RT,113,10,0.0,0.0,0.0,3.2493412622845312,0.0
RT,113,11,0.0,0.0263641998,0.0,3.1654778535267383,0.0
RT,113,12,0.0,0.0,0.0,3.5001671127381826,0.0
RT,113,13,0.0,0.0,0.0,2.9815332661407012,0.0
RT,113,14,0.0,0.0639663315,0.0,1.5618835315257513,0.0
RT,113,15,0.0,0.0,0.0,2.9702017551437905,0.0
RT,113,16,0.0,0.0,0.0,1.0438716871541374,0.0
RT,113,17,0.0,0.0113464408,0.0,1.693931957092218,0.0
RT,113,18,0.0,0.00641084768,0.0,1.3406977853814226,0.0
RT,113,19,0.0,0.0,0.0,1.89083725235119,0.0
RT,113,20,0.0,0.0,0.0,1.7793501068630633,0.0
RT,113,21,0.0,0.0,0.0,1.1981599385216555,0.0
RT,113,22,0.0,0.0,0.0,-0.2858557221650244,0.0
RT,113,23,0.0,0.00167547931,0.0,-2.783085777951044,0.0
RT,113,24,0.0,0.0,0.0,0.332129841912149,0.0
RT,113,25,0.0,0.0713239198,0.0,-0.20534950492879034,0.0
RT,113,26,0.0,0.0106868174,0.0,3.8874728764883457,0.0
RT,113,27,0.0,0.0,0.0,4.276623064787486,0.0
RT,113,28,0.0,0.0,0.0,4.170105288663052,0.0
RT,113,29,0.0,0.0,0.0,-1.4215153994222192,0.0
RT,113,30,0.0,0.0,0.0,3.8672457070336748,0.0
RT,113,31,0.0,0.0,0.0,3.32986126531992,0.0
RT,113,32,0.0,0.0,0.0,-1.898920029396919,0.0
RT,113,33,0.0,0.0833700192,0.0,-6.693055038589648,0.0
RT,113,34,0.0,0.0,0.0,-6.406832699821365,0.0
RT,113,35,0.0,0.0,0.0,-6.409734184935985,0.0
RT,113,36,0.0,0.0,0.0,-6.940780508922245,0.0
RT,113,37,0.0,0.0,0.0,-8.4582754604738,0.0
RT,113,38,0.0,0.0,0.0,-8.478680075709548,0.0
RT,113,39,0.0,0.0,0.0,-9.90232337004673,0.0
RT,113,40,0.0,0.0,0.0,-11.214967630014314,0.0
RT,113,41,0.0,0.107857374,0.0,-16.522933965693483,0.0
RT,113,42,0.0,0.0,0.0,-12.835948616956784,0.0
RT,113,43,0.0,0.0,0.0,-23.27975445126549,0.0
RT,113,44,0.0,0.0,0.0,-27.596008011842002,0.0
RT,113,45,0.0,0.0,0.0,-32.005983735532055,0.0
RT,113,46,0.0,0.0,0.0,-31.314221288895112,0.0
RT,113,47,0.0,0.0,0.0,-33.117182977130255,0.0
RT,113,48,0.0,0.0,0.0,-33.751610552425035,0.0
RT,113,49,0.0,0.0,0.0,-35.041472676081696,0.0
RT,113,50,0.0,0.0,0.0,-36.60180900589512,0.0
RT,113,51,0.0,0.0,0.0,-36.86622828743995,0.0
RT,113,52,0.0,0.0,0.0,-38.58496181248495,0.0
RT,113,53,72.8277973,14.81479073030846,0.0,-40.80514551264838,0.0
RT,113,54,0.0,49.4890631,0.0,-40.56687025941807,0.0
RT,113,55,0.0,0.0402780863,0.0,-40.69424519846834,0.0
RT,113,56,0.0,0.0,0.0,-38.101154827486766,0.0
RT,113,57,0.0,0.0,0.0,-38.18277990906074,0.0
RT,113,58,0.0,0.100358046,0.0,-37.97507754030795,0.0
RT,113,59,0.0,0.0,0.0,-31.860589179767373,0.0
RT,113,60,0.0,0.108921844,0.0,-31.890687984781238,0.0
RT,113,61,0.0,0.0,0.0,-30.832133819663795,0.0
RT,113,62,0.0,0.0,0.0,-33.10515439225958,0.0
RT,113,63,0.0,0.0,0.0,-30.581878149747467,0.0
RT,113,64,0.0,0.0,0.0,-25.296878149747442,0.0
RT,113,65,0.0,0.0,0.0,-29.035716862947424,0.0
RT,113,66,0.0,0.0,0.0,-29.361654791510745,0.0
RT,113,67,0.0,0.0,0.0,-23.61251348720313,0.0
RT,113,68,0.0,0.0938061147,0.0,-22.12372984525456,0.0
RT,113,69,0.0,0.0,0.0,-14.587729096493263,0.0
RT,113,70,0.0,0.0,0.0,-13.437265356813214,0.0
RT,113,71,0.0,0.0,0.0,-7.960589963132094,0.0
RT,113,72,0.0,0.0,0.0,-13.347307305378251,0.0
RT,113,73,0.0,0.0727472199,0.0,-15.609668921509666,0.0
RT,113,74,0.0,0.0,0.0,-16.848832412183015,0.0
RT,113,75,0.0,0.00772402285,0.0,-17.040737277060714,0.0
RT,113,76,0.0,0.0852291031,0.0,-21.44804515576837,0.0
RT,113,77,0.0,0.0,0.0,-21.303013890360035,0.0
RT,113,78,0.0,0.0,0.0,-21.59655986002491,0.0
RT,113,79,0.0,0.0341097525,0.0,-23.36103144973174,0.0
RT,113,80,0.0,0.0,0.0,-23.523703397047143,0.0
RT,113,81,0.0,0.0,0.0,-23.196884078692847,0.0
RT,113,82,0.0,0.0,0.0,-22.850062408357275,0.0
RT,113,83,0.0,0.0,0.0,-22.60186831472018,0.0
RT,113,84,0.0,0.0354372435,0.0,-22.71697270932782,0.0
RT,113,85,0.0,0.0,0.0,-21.854676577194823,0.0
RT,113,86,0.0,0.0,0.0,-21.85617019268713,0.0
RT,113,87,0.0,0.0,0.0,-23.194109713348325,0.0
RT,113,88,0.0,0.0,0.0,-24.6692569940694,0.0
RT,113,89,0.0,0.0214352792,0.0,-22.45223509309207,0.0
RT,113,90,0.0,0.0,0.0,-24.16293016465579,0.0
RT,113,91,0.0,0.0635906936,0.0,-27.190880412838737,0.0
RT,113,92,0.0,0.0,0.0,-28.62122960780269,0.0
RT,113,93,0.0,0.0,0.0,-30.149459836608457,0.0
RT,113,94,0.0,0.0,0.0,-27.85968357598057,0.0
RT,113,95,0.0,0.0,0.0,-25.741462007371382,0.0
RT,113,96,0.0,0.0,0.0,-24.355522805364046,0.0
RT,113,97,0.0,0.0,0.0,-28.49203268106521,0.0
RT,113,98,0.0,0.0,0.0,-33.77844123313915,0.0
RT,113,99,0.0,0.11655778,0.0,-39.029999807446586,0.0
RT,113,100,0.0,0.0,0.0,-33.380003458046474,0.0
RT,113,101,0.0,0.0,0.0,-29.18915836525798,0.0
RT,113,102,0.0,0.0,0.0,-47.814165663294744,0.0
RT,113,103,0.0,0.0456543059,0.0,-53.63817908565986,0.0
RT,113,104,0.486719323138459,0.0,0.0,-54.439540161974406,0.0
RT,113,105,0.0,0.0,0.0,-52.860763860319565,0.0
RT,113,106,0.0,0.0194888629,0.0,-61.26111368428846,0.0
RT,113,107,0.0,0.0,0.0,-55.25105874346072,0.0
RT,113,108,0.0,0.0,0.0,-55.60276451422777,0.0
RT,113,109,0.0,0.0790088819,0.0,-56.737034311925086,0.0
RT,113,110,0.0,0.0,0.0,-56.737034311925086,0.0
RT,113,111,0.0,0.0892174825,0.0,-55.28600264221083,0.0
RT,113,112,0.0,0.0362462443,0.0,1.235877848165444,0.0
RT,113,113,0.0,0.0,0.0,3.887799048216152,0.0
RT,113,114,0.0,0.0,0.0,3.9548083901264874,0.0
RT,113,115,0.0,0.0113683881,0.0,-23.366926118118727,0.0
RT,113,116,0.0,0.0,0.0,4.101176423823773,0.0
RT,113,117,0.0,0.0,0.0,-16.657365509992502,0.0
RT,114,0,0.0,0.0,0.0,0.0,0.0
RT,114,1,0.0,0.0,0.0,1.9437177966422041,0.0
RT,114,2,0.0,0.0,0.0,1.2219335505803315,0.0
RT,114,3,0.0,0.0,0.0,2.1448922367802368,0.0
RT,114,4,0.0,0.0,0.0,1.9697002264335879,0.0
RT,114,5,0.0,0.109979213,0.0,2.906123918840592,0.0
RT,114,6,0.0,0.0,0.0,2.9254423567352035,0.0
RT,114,7,0.0,0.0,0.0,0.7775091026971097,0.0
RT,114,8,0.0,0.0,0.0,0.778330864996235,0.0
RT,114,9,0.0,0.0269430262,0.0,0.7791984304398625,0.0
RT,114,10,0.0,0.0,0.0,2.8071998389004307,0.0
RT,114,11,0.0,0.0595835481,0.0,2.752829546177452,0.0
RT,114,12,0.0,0.0,0.0,2.9939446714764415,0.0
RT,114,13,0.0,0.0,0.0,2.5138391827016733,0.0
RT,114,14,0.0,0.0477790562,0.0,0.9917594433131001,0.0
RT,114,15,0.0,0.0,0.0,2.5022328177125246,0.0
RT,114,16,0.0,0.0,0.0,0.5379025701164721,0.0
RT,114,17,0.0,0.0179606697,0.0,1.1145895032646536,0.0
RT,114,18,0.0,0.00276893544,0.0,0.7426661526943974,0.0
RT,114,19,0.0,0.0,0.0,1.2169131836531903,0.0
RT,114,20,0.0,0.0,0.0,1.078004913370819,0.0
RT,114,21,0.0,0.0,0.0,0.4900556767476587,0.0
RT,114,22,0.0,0.0,0.0,-0.9762716010923214,0.0
RT,114,23,0.0,0.00358935897,0.0,-3.4633510285012505,0.0
RT,114,24,0.0,0.0,0.0,-0.3211660969795105,0.0
RT,114,25,0.0,0.0845292989,0.0,-0.809590437500816,0.0
RT,114,26,0.0,0.0,0.0,3.1059809127314963,0.0
RT,114,27,0.0,0.0,0.0,3.4896902668848497,0.0
RT,114,28,0.0,0.0,0.0,3.40617636140513,0.0
RT,114,29,0.0,0.0,0.0,-1.9153387202634065,0.0
RT,114,30,0.0,0.0,0.0,3.125764293573809,0.0
RT,114,31,0.0,0.0,0.0,2.5895879392597863,0.0
RT,114,32,0.0,0.0,0.0,-2.4606320148840837,0.0
RT,114,33,0.0,0.0863637555,0.0,-7.185894415061341,0.0
RT,114,34,0.0,0.0,0.0,-6.920271836172219,0.0
RT,114,35,0.0,0.0,0.0,-6.921274234197824,0.0
RT,114,36,0.0,0.0,0.0,-7.4337989065433305,0.0
RT,114,37,0.0,0.0,0.0,-8.909144766235045,0.0
RT,114,38,0.0,0.0,0.0,-8.994287419637715,0.0
RT,114,39,0.0,0.0,0.0,-10.40126874098064,0.0
RT,114,40,0.0,0.0,0.0,-11.692541854316943,0.0
RT,114,41,0.0,0.0860689119,0.0,-16.850891852557197,0.0
RT,114,42,0.0,0.0,0.0,-12.957758193350543,0.0
RT,114,43,0.0,0.0,0.0,-22.779998033963437,0.0
RT,114,44,0.0,0.0,0.0,-26.84195742242582,0.0
RT,114,45,0.0,0.0,0.0,-30.37457388919819,0.0
RT,114,46,0.0,0.0,0.0,-30.76140808029777,0.0
RT,114,47,0.0,0.0,0.0,-32.58723895786949,0.0
RT,114,48,0.0,0.0,0.0,-33.49769973034515,0.0
RT,114,49,0.0,0.0,0.0,-34.90897481435013,0.0
RT,114,50,0.0,0.0,0.0,-36.61700034754173,0.0
RT,114,51,0.0,0.0,0.0,-36.92519834908296,0.0
RT,114,52,0.0,0.0,0.0,-38.71241617106685,0.0
RT,114,53,55.10496709932636,0.0,0.0,-40.93293268051764,0.0
RT,114,54,0.0,48.9268087,0.0,-40.72969742329852,0.0
RT,114,55,0.0,0.0518126803,0.0,-40.84215790970549,0.0
RT,114,56,0.0,0.0,0.0,-38.14378894580548,0.0
RT,114,57,0.0,0.0,0.0,-38.26355371002103,0.0
RT,114,58,0.0,0.0813827016,0.0,-38.29622465422503,0.0
RT,114,59,0.0,0.0,0.0,-32.11728644364496,0.0
RT,114,60,0.0,0.0827028378,0.0,-32.12507588321438,0.0
RT,114,61,0.0,0.00619463874,0.0,-31.077432638875393,0.0
RT,114,62,0.0,0.0,0.0,-33.387087153510606,0.0
RT,114,63,0.0,0.0,0.0,-30.84349259355497,0.0
RT,114,64,0.0,0.0219893981,0.0,-25.558492593554973,0.0
RT,114,65,0.0,0.0,0.0,-29.11801746076361,0.0
RT,114,66,0.0,0.0,0.0,-29.547206902417315,0.0
RT,114,67,0.0,0.0,0.0,-23.921310155864973,0.0
RT,114,68,0.0,0.117218517,0.0,-22.430788416081697,0.0
RT,114,69,0.0,0.0424352969,0.0,-15.150265610749301,0.0
RT,114,70,0.0,0.0,0.0,-14.01737801676839,0.0
RT,114,71,0.0,0.0,0.0,-8.610767138032344,0.0
RT,114,72,0.0,0.0,0.0,-13.932225800062099,0.0
RT,114,73,0.0,0.0570439056,0.0,-16.195880659693188,0.0
RT,114,74,0.0,0.0,0.0,-17.391721183357305,0.0
RT,114,75,0.0,0.0,0.0,-17.614716483603104,0.0
RT,114,76,0.0,0.105657086,0.0,-21.842218822805222,0.0
RT,114,77,0.0,0.0,0.0,-21.70799863188256,0.0
RT,114,78,0.0,0.0,0.0,-21.99147389962704,0.0
RT,114,79,0.0,0.0260869402,0.0,-23.677213224595732,0.0
RT,114,80,0.0,0.0,0.0,-23.835108092724425,0.0
RT,114,81,0.0,0.0,0.0,-23.53972226250744,0.0
RT,114,82,0.0,0.0,0.0,-23.221530205893146,0.0
RT,114,83,0.0,0.0,0.0,-23.00203563817172,0.0
RT,114,84,0.0,0.0,0.0,-23.118319406307194,0.0
RT,114,85,0.0,0.0,0.0,-22.301871386099293,0.0
RT,114,86,0.0,0.0,0.0,-22.301871386099293,0.0
RT,114,87,0.0,0.0,0.0,-23.58196407333503,0.0
