Stage,TimeStep,Node,r_U,r_D,P_lsh,delta_RT,s
RT,290,16,0.0,0.0,0.0,-0.2649362380677758,0.0
RT,290,17,0.0,0.0,0.0,0.38414905292771095,0.0
RT,290,18,0.0,0.0,0.0,0.03343759750205777,0.0
RT,290,19,0.0,0.0,0.0,0.5641763112544709,0.0
RT,290,20,0.0,0.0,0.0,0.4407426897884932,0.0
RT,290,21,0.0,0.0,0.0,-0.1522024590859985,0.0
RT,290,22,0.0,0.0,0.0,-1.6532688889794542,0.0
RT,290,23,0.0,0.0988875893,0.0,-4.168599766569855,0.0
RT,290,24,0.0,0.0,0.0,-1.0030865883092872,0.0
RT,290,25,0.0,0.0,0.0,-1.5165921825798137,0.0
RT,290,26,0.0,0.0,0.0,2.512796285591378,0.0
RT,290,27,0.0,0.0,0.0,2.906003671744031,0.0
RT,290,28,0.0,0.0,0.0,2.806196652097924,0.0
RT,290,29,0.0,0.0,0.0,-2.670316558692093,0.0
RT,290,30,0.0,0.0595332692,0.0,2.506800610956816,0.0
RT,290,31,0.0,0.0,0.0,1.9472249944816156,0.0
RT,290,32,0.0,0.0,0.0,-3.297157787838728,0.0
RT,290,33,0.0,0.0,0.0,-8.245709150891742,0.0
RT,290,34,0.0,0.0,0.0,-7.961053181141267,0.0
RT,290,35,0.0,0.0,0.0,-7.9633081039768,0.0
RT,290,36,0.0,0.0,0.0,-8.495863814004082,0.0
RT,290,37,0.0,0.0,0.0,-9.932592071109497,0.0
RT,290,38,0.0,0.0,0.0,-10.222633154443685,0.0
RT,290,39,0.0,0.0,0.0,-11.751796385914872,0.0
RT,290,40,0.0,0.0,0.0,-13.15013150893111,0.0
RT,290,41,0.0,0.0895127579,0.0,-18.688672313260867,0.0
RT,290,42,0.0,0.0,0.0,-14.469161915260571,0.0
RT,290,43,0.0,0.0,0.0,-25.024410668176415,0.0
RT,290,44,0.0,0.0,0.0,-29.37957040922896,0.0
RT,290,45,0.0,0.0,0.0,-33.20682249284522,0.0
RT,290,46,0.0,0.0,0.0,-33.40933661217417,0.0
RT,290,47,0.0,0.0,0.0,-35.46228901806245,0.0
RT,290,48,0.0,0.0,0.0,-36.40105123784275,0.0
RT,290,49,0.0,0.0,0.0,-37.815863619435135,0.0
RT,290,50,0.0,0.0,0.0,-39.54072753605814,0.0
RT,290,51,0.0,0.0,0.0,-39.85360989665787,0.0
RT,290,52,0.0,0.0,0.0,-41.702995608104146,0.0
RT,290,53,73.3227135,0.0,0.0,-44.01675525365164,0.0
RT,290,54,0.0,42.87934142423819,0.0,-43.78385684977124,0.0
RT,290,55,0.0,0.0,0.0,-43.844710120730184,0.0
RT,290,56,0.0,0.0,0.0,-41.095019182078204,0.0
RT,290,57,0.0,0.0,0.0,-41.212656515167254,0.0
RT,290,58,0.0,0.163202646,0.0,-40.141280073978066,0.0
RT,290,59,0.0,0.0,0.0,-33.38274842935954,0.0
RT,290,60,0.0,0.054133727,0.0,-33.33918953691796,0.0
RT,290,61,0.0,0.0,0.0,-32.405100308468434,0.0
RT,290,62,0.0,0.0,0.0,-34.946962805470804,0.0
RT,290,63,0.0,0.0,0.0,-32.25560670779865,0.0
RT,290,64,0.0,0.0,0.0,-26.97060670779865,0.0
RT,290,65,0.0,0.0799644849,0.0,-31.061020169206643,0.0
RT,290,66,0.0,0.0,0.0,-31.17895625661646,0.0
RT,290,67,0.0,0.0,0.0,-25.16656865840517,0.0
RT,290,68,0.0,0.0459749557,0.0,-23.6979477687469,0.0
RT,290,69,0.0,0.0254317462,0.0,-16.046348173253335,0.0
RT,290,70,0.0,0.0,0.0,-14.889366184791356,0.0
RT,290,71,0.0,0.0,0.0,-9.382384578339213,0.0
RT,290,72,0.0,0.0,0.0,-14.79871601975347,0.0
RT,290,73,0.0,0.0461531784,0.0,-17.032676256031465,0.0
RT,290,74,0.0,0.0,0.0,-18.252645702396507,0.0
RT,290,75,0.0,0.140038407,0.0,-18.339101117361366,0.0
RT,290,76,0.0,0.0708113626,0.0,-22.58810626834716,0.0
RT,290,77,0.0,0.0,0.0,-22.4361809753363,0.0
RT,290,78,0.0,0.0,0.0,-22.713744956729414,0.0
RT,290,79,0.0,0.0383979809,0.0,-24.428275065679287,0.0
RT,290,80,0.0,0.0,0.0,-24.905842599435545,0.0
RT,290,81,0.0,0.0,0.0,-24.001075243116844,0.0
RT,290,82,0.0,0.0,0.0,-23.59130451608752,0.0
RT,290,83,0.0,0.0,0.0,-23.244390102838707,0.0
RT,290,84,0.0,0.0334413643,0.0,-23.310571850857855,0.0
RT,290,85,0.0,0.0,0.0,-22.459962685984777,0.0
RT,290,86,0.0,0.0,0.0,-22.475087783303422,0.0
RT,290,87,0.0,0.0,0.0,-23.69222264944443,0.0
RT,290,88,0.0,0.0,0.0,-25.095950005837636,0.0
RT,290,89,0.0,0.0263055275,0.0,-22.873974987929984,0.0
RT,290,90,0.0,0.0432017206,0.0,-24.558721589758733,0.0
RT,290,91,0.0,0.0,0.0,-27.55091152985989,0.0
RT,290,92,0.0,0.0,0.0,-28.991447500585053,0.0
RT,290,93,0.0,0.0,0.0,-30.52724585423678,0.0
RT,290,94,0.0,0.0,0.0,-28.37371320341319,0.0
RT,290,95,0.0,0.0,0.0,-26.424004438098507,0.0
RT,290,96,0.0,0.0,0.0,-25.226185037472902,0.0
RT,290,97,0.0,0.0,0.0,-29.16175986735675,0.0
RT,290,98,0.0,0.0,0.0,-34.08496053000641,0.0
RT,290,99,0.0,0.076561454,0.0,-39.03239167288882,0.0
RT,290,100,0.0,0.0,0.0,-33.538238437860315,0.0
RT,290,101,0.0,0.0,0.0,-29.48226427798369,0.0
RT,290,102,0.0,0.0,0.0,-47.46639185517358,0.0
RT,290,103,0.0,0.00848573814,0.0,-53.59324927934729,0.0
RT,290,104,6.154634692692866,0.0,0.0,-54.4517121799484,0.0
RT,290,105,0.0,0.0,0.0,-52.87718050393468,0.0
RT,290,106,0.0,0.0,0.0,-61.29196284323221,0.0
RT,290,107,0.0,0.0,0.0,-55.20616267880034,0.0
RT,290,108,0.0,0.0,0.0,-55.534408867143455,0.0
RT,290,109,0.0,0.0,0.0,-56.60575826031784,0.0
RT,290,110,0.0,0.0,0.0,-56.60575826031784,0.0
RT,290,111,0.0,0.0460434596,0.0,-55.16245812807874,0.0
RT,290,112,0.0,0.0,0.0,-0.21562957082667822,0.0
RT,290,113,0.0,0.0,0.0,2.5071550464484176,0.0
RT,290,114,0.0,0.0,0.0,2.574618989783943,0.0
RT,290,115,0.0,0.016038341,0.0,-24.92295025998567,0.0
RT,290,116,0.0,0.0,0.0,3.4159027071930836,0.0
RT,290,117,0.0,0.0,0.0,-18.01286972404236,0.0
RT,291,0,0.0,0.0209549769,0.0,0.0,0.0
RT,291,1,0.0,0.0,0.0,3.2067379958455717,0.0
RT,291,2,0.0,0.0,0.0,2.086034962224687,0.0
RT,291,3,0.0,0.0,0.0,4.336059294638829,0.0
RT,291,4,0.0,0.0,0.0,4.158904432313477,0.0
RT,291,5,0.0,0.0,0.0,5.049734900422322,0.0
RT,291,6,0.0,0.0,0.0,5.0250907527083655,0.0
RT,291,7,0.0,0.0155202457,0.0,3.328045811272318,0.0
RT,291,8,0.0,0.0,0.0,3.332246442743326,0.0
RT,291,9,0.0,0.137725622,0.0,3.3366812077717327,0.0
RT,291,10,0.0,0.0,0.0,4.951035039888723,0.0
RT,291,11,0.0,0.0,0.0,4.765146237153829,0.0
RT,291,12,0.0,0.0,0.0,5.406834490259854,0.0
RT,291,13,0.0,0.0,0.0,4.836550985132845,0.0
RT,291,14,0.0,0.0,0.0,4.105206819749725,0.0
RT,291,15,0.0,0.0,0.0,4.858688036843034,0.0
RT,291,16,0.0,0.0,0.0,3.5296939139008146,0.0
RT,291,17,0.0,0.0,0.0,4.281768882771814,0.0
RT,291,18,0.0,0.0152093273,0.0,4.010157463654082,0.0
RT,291,19,0.0,0.0,0.0,4.690016706581588,0.0
RT,291,20,0.0,0.0,0.0,4.663713229996034,0.0
RT,291,21,0.0,0.0,0.0,4.171897214335161,0.0
RT,291,22,0.0,0.0,0.0,2.82507334414575,0.0
RT,291,23,0.0,0.0477405371,0.0,0.6075809657315006,0.0
RT,291,24,0.0,0.0,0.0,3.254926157017536,0.0
RT,291,25,0.0,0.0,0.0,2.6443426596254653,0.0
RT,291,26,0.0,0.0,0.0,6.736120636932554,0.0
RT,291,27,0.0,0.0,0.0,7.091726077211291,0.0
RT,291,28,0.0,0.0,0.0,6.9388261954948405,0.0
RT,291,29,0.0,0.0,0.0,1.2721064132410902,0.0
RT,291,30,0.0,0.0459600864,0.0,6.615035608368174,0.0
RT,291,31,0.0,0.0,0.0,6.151133278750876,0.0
RT,291,32,0.0,0.0,0.0,1.1118717473325432,0.0
RT,291,33,0.0,0.0,0.0,-3.164995306441284,0.0
RT,291,34,0.0,0.0,0.0,-2.8728144492388594,0.0
RT,291,35,0.0,0.0,0.0,-2.8758925897438132,0.0
RT,291,36,0.0,0.0,0.0,-3.4155028988021456,0.0
RT,291,37,0.0,0.0,0.0,-4.9343257343488744,0.0
RT,291,38,0.0,0.0,0.0,-4.7807190249911855,0.0
RT,291,39,0.0,0.0,0.0,-6.115365196139095,0.0
RT,291,40,0.0,0.0,0.0,-7.265983188956085,0.0
RT,291,41,0.0,0.0906093406,0.0,-12.15404224783731,0.0
RT,291,42,0.0,0.0,0.0,-8.750133842526395,0.0
RT,291,43,0.0,0.0,0.0,-18.405562564251426,0.0
RT,291,44,0.0,0.0,0.0,-22.440798354793515,0.0
RT,291,45,0.0,0.0119306609,0.0,-26.494275019254985,0.0
RT,291,46,0.0,0.0,0.0,-26.07014237355284,0.0
RT,291,47,0.0,0.0,0.0,-27.855770471297745,0.0
RT,291,48,0.0,0.0,0.0,-28.562988832901738,0.0
RT,291,49,0.0,0.0,0.0,-29.27169662166679,0.0
RT,291,50,0.0,0.0,0.0,-30.076578153778115,0.0
RT,291,51,0.0,0.0,0.0,-30.123432858370307,0.0
RT,291,52,0.0,0.0,0.0,-31.254432440046116,0.0
RT,291,53,3.5938455538882863,0.0,0.0,-33.052489135953095,0.0
RT,291,54,0.0,49.666814,0.0,-33.067330283131156,0.0
RT,291,55,0.0,0.0,0.0,-33.17210116247682,0.0
RT,291,56,0.0,0.0,0.0,-31.309146977350622,0.0
RT,291,57,0.0,0.0,0.0,-31.22926430157068,0.0
RT,291,58,0.0,0.0415035552,0.0,-31.632393797119562,0.0
RT,291,59,0.0,0.0,0.0,-26.17807255498849,0.0
RT,291,60,0.0,0.0159968897,0.0,-26.25264346175615,0.0
RT,291,61,0.0,0.0,0.0,-25.245843906224167,0.0
RT,291,62,0.0,0.0,0.0,-27.286033350913414,0.0
RT,291,63,0.0,0.0,0.0,-25.034033119718544,0.0
RT,291,64,0.0,0.0,0.0,-20.260302609064382,0.0
RT,291,65,0.0,0.0627765909,0.0,-23.850287962874546,0.0
RT,291,66,0.0,0.0,0.0,-23.981104692630055,0.0
RT,291,67,0.0,0.0,0.0,-18.66572169779812,0.0
RT,291,68,0.0,0.0139431302,0.0,-17.27386231544824,0.0
RT,291,69,0.0,0.0,0.0,-10.057527076204423,0.0
RT,291,70,0.0,0.0,0.0,-9.00281829976501,0.0
RT,291,71,0.0,0.0,0.0,-4.022233946614421,0.0
RT,291,72,0.0,0.0,0.0,-8.910193523694574,0.0
RT,291,73,0.0,0.0,0.0,-10.921415454602283,0.0
RT,291,74,0.0,0.0,0.0,-12.124572333592255,0.0
RT,291,75,0.0,0.180780566,0.0,-12.255249542983933,0.0
RT,291,76,0.0,0.0419733391,0.0,-16.67209644169074,0.0
RT,291,77,0.0,0.0,0.0,-16.522042158089363,0.0
RT,291,78,0.0,0.0,0.0,-16.81584586539404,0.0
RT,291,79,0.0,0.0551747468,0.0,-18.597134264385488,0.0
RT,291,80,0.0,0.0,0.0,-18.64150026152302,0.0
RT,291,81,0.0,0.0,0.0,-18.49882726549393,0.0
RT,291,82,0.0,0.0,0.0,-18.15652914090856,0.0
RT,291,83,0.0,0.0,0.0,-17.920406283023965,0.0
RT,291,84,0.0,0.113756515,0.0,-18.045500308807505,0.0
RT,291,85,0.0,0.0,0.0,-17.17175510929806,0.0
RT,291,86,0.0,0.0,0.0,-17.179440743770215,0.0
RT,291,87,0.0,0.0,0.0,-18.5466361014129,0.0
RT,291,88,0.0,0.0,0.0,-20.058542643857578,0.0
RT,291,89,0.0,0.0326270014,0.0,-17.808412123209592,0.0
RT,291,90,0.0,0.0353013648,0.0,-19.550053899049175,0.0
RT,291,91,0.0,0.0,0.0,-22.637027341253656,0.0
RT,291,92,0.0,0.0,0.0,-24.0891668342486,0.0
RT,291,93,0.0,0.0,0.0,-25.641348904072743,0.0
RT,291,94,0.0,0.0,0.0,-23.287518889132656,0.0
RT,291,95,0.0,0.0,0.0,-21.102015315556258,0.0
RT,291,96,0.0,0.0,0.0,-19.651536713913714,0.0
RT,291,97,0.0,0.0,0.0,-23.893474637798334,0.0
RT,291,98,0.0,0.0,0.0,-29.340178533590574,0.0
RT,291,99,0.0,0.0766158257,0.0,-34.74110448107237,0.0
RT,291,100,0.0,0.0,0.0,-28.967432103227708,0.0
RT,291,101,0.0,0.0,0.0,-24.68125162746591,0.0
RT,291,102,0.0,0.0571151208,0.0,-42.883645314198475,0.0
RT,291,103,0.0,0.00898053878,0.0,-47.85641691570021,0.0
RT,291,104,0.0,25.7757625,0.0,-48.18205303482313,0.0
RT,291,105,0.0,0.0,0.0,-46.92848519426741,0.0
RT,291,106,0.0,0.0,0.0,-55.14962171908911,0.0
RT,291,107,0.0,0.0,0.0,-49.236304054314274,0.0
RT,291,108,0.0,0.0,0.0,-49.68778790949739,0.0
RT,291,109,0.0,0.0,0.0,-51.08962258284316,0.0
RT,291,110,0.0,0.0,0.0,-51.08962258284316,0.0
RT,291,111,0.0,0.00284722631,0.0,-49.612496713194446,0.0
RT,291,112,0.0,0.017580505,0.0,3.507528692354697,0.0
RT,291,113,0.0,0.0,0.0,6.726240918371815,0.0
RT,291,114,0.0,0.0,0.0,6.795680947869613,0.0
RT,291,115,0.0,0.0,0.0,-18.419301858334507,0.0
RT,291,116,0.0,0.0,0.0,5.717236446394736,0.0
RT,291,117,0.0,0.0,0.0,-11.899441514192603,0.0
RT,292,0,0.0,0.0,0.0,0.0,0.0
RT,292,1,0.0,0.0,0.0,2.512104250875069,0.0
RT,292,2,0.0,0.0,0.0,1.6082614237051303,0.0
RT,292,3,0.0,0.0,0.0,3.119416190508076,0.0
RT,292,4,0.0,0.0,0.0,2.942292550094777,0.0
RT,292,5,0.0,0.00278967636,0.0,3.865513009441287,0.0
RT,292,6,0.0,0.0,0.0,3.8669280939147654,0.0
RT,292,7,0.0,0.0198848599,0.0,1.8997353031633963,0.0
RT,292,8,0.0,0.0,0.0,1.900889116638382,0.0
RT,292,9,0.0,0.0750353543,0.0,1.902107241028375,0.0
RT,292,10,0.0,0.0,0.0,3.7679632069775835,0.0
RT,292,11,0.0,0.0293489978,0.0,3.6577277363672636,0.0
RT,292,12,0.0,0.0,0.0,4.07776137989984,0.0
RT,292,13,0.0,0.0,0.0,3.558989374308709,0.0
RT,292,14,0.0,0.0,0.0,2.3927985829378713,0.0
RT,292,15,0.0,0.0,0.0,3.5793162991104452,0.0
RT,292,16,0.0,0.0,0.0,1.9357793227122784,0.0
RT,292,17,0.0,0.0,0.0,2.5604616701093903,0.0
RT,292,18,0.0,0.0170056259,0.0,2.2017910043985864,0.0
RT,292,19,0.0,0.0,0.0,2.7603478967996864,0.0
RT,292,20,0.0,0.0,0.0,2.665296079099022,0.0
RT,292,21,0.0,0.0,0.0,2.11206072934624,0.0
RT,292,22,0.0,0.0,0.0,0.684612847385381,0.0
RT,292,23,0.0,0.0103068068,0.0,-1.7305632400205866,0.0
RT,292,24,0.0,0.0,0.0,1.2541554038231482,0.0
RT,292,25,0.0,0.0,0.0,0.7042100362005215,0.0
RT,292,26,0.0,0.0,0.0,4.7612238840962675,0.0
RT,292,27,0.0,0.0,0.0,5.139558125140184,0.0
RT,292,28,0.0,0.0,0.0,5.0319446406444115,0.0
RT,292,29,0.0,0.0,0.0,-0.5315189703656245,0.0
RT,292,30,0.0,0.0,0.0,4.734068868432388,0.0
RT,292,31,0.0,0.0,0.0,4.224329947652649,0.0
RT,292,32,0.0,0.0,0.0,-0.9677235876992825,0.0
RT,292,33,0.0,0.0,0.0,-5.615044440148495,0.0
RT,292,34,0.0,0.0,0.0,-5.341004801740212,0.0
RT,292,35,0.0,0.0,0.0,-5.342023328305572,0.0
RT,292,36,0.0,0.0,0.0,-5.873043920195386,0.0
RT,292,37,0.0,0.0,0.0,-7.346225886427845,0.0
RT,292,38,0.0,0.0,0.0,-7.482303923672077,0.0
RT,292,39,0.0,0.0,0.0,-8.935637626980366,0.0
RT,292,40,0.0,0.0,0.0,-10.264322598382847,0.0
RT,292,41,0.0,0.124177974,0.0,-15.582999667426208,0.0
RT,292,42,0.0,0.0,0.0,-11.26319287857362,0.0
RT,292,43,0.0,0.0,0.0,-20.954896693878965,0.0
RT,292,44,0.0,0.0,0.0,-24.98526966664255,0.0
RT,292,45,0.0,0.0364789822,0.0,-28.080634365198705,0.0
RT,292,46,0.0,0.0,0.0,-29.134363470931902,0.0
RT,292,47,0.0,0.0,0.0,-31.13934738313398,0.0
RT,292,48,0.0,0.0,0.0,-32.28731699911668,0.0
RT,292,49,0.0,0.0,0.0,-33.51159843383317,0.0
RT,292,50,0.0,0.0,0.0,-34.98979793509031,0.0
RT,292,51,0.0,0.0,0.0,-35.234821285116,0.0
RT,292,52,0.0,0.0,0.0,-36.879733984991816,0.0
RT,292,53,53.06522444041735,0.0,0.0,-39.02587181665547,0.0
RT,292,54,0.0,49.6462629,0.0,-38.791134077975016,0.0
RT,292,55,0.0,0.0,0.0,-38.92894280685752,0.0
RT,292,56,0.0,0.0,0.0,-36.4390270678434,0.0
RT,292,57,0.0,0.0,0.0,-36.508701149452634,0.0
RT,292,58,0.0,0.115143235,0.0,-36.15638747552583,0.0
RT,292,59,0.0,0.0,0.0,-29.882535919790485,0.0
RT,292,60,0.0,0.0405061025,0.0,-29.877246034609414,0.0
RT,292,61,0.0,0.0,0.0,-28.909912293993102,0.0
RT,292,62,0.0,0.0,0.0,-31.277792489631025,0.0
RT,292,63,0.0,0.0,0.0,-28.750023066887593,0.0
RT,292,64,0.0,0.00236226612,0.0,-23.662862371933073,0.0
RT,292,65,0.0,0.0109230129,0.0,-27.42644594391959,0.0
RT,292,66,0.0,0.0,0.0,-27.61729271806098,0.0
RT,292,67,0.0,0.0,0.0,-21.987950153845873,0.0
RT,292,68,0.0,0.000936340068,0.0,-20.517594004862133,0.0
RT,292,69,0.0,0.0,0.0,-13.15483632773882,0.0
RT,292,70,0.0,0.0,0.0,-12.039107512433503,0.0
RT,292,71,0.0,0.0,0.0,-6.735504845595841,0.0
RT,292,72,0.0,0.0,0.0,-11.949918238484713,0.0
RT,292,73,0.0,0.0254484427,0.0,-14.129952560176292,0.0
RT,292,74,0.0,0.0,0.0,-15.334169589767214,0.0
RT,292,75,0.0,0.141870547,0.0,-15.491085422232516,0.0
RT,292,76,0.0,0.0724932718,0.0,-19.776357007771537,0.0
RT,292,77,0.0,0.0,0.0,-19.632783984810573,0.0
RT,292,78,0.0,0.0,0.0,-19.917492154144952,0.0
RT,292,79,0.0,0.0379062348,0.0,-21.63791024959764,0.0
RT,292,80,0.0,0.0,0.0,-21.864334663184763,0.0
RT,292,81,0.0,0.0,0.0,-21.42118123299474,0.0
RT,292,82,0.0,0.0,0.0,-21.067555135851904,0.0
RT,292,83,0.0,0.0,0.0,-20.80297484524587,0.0
RT,292,84,0.0,0.0900604578,0.0,-20.905357065317332,0.0
RT,292,85,0.0,0.0,0.0,-20.06201056402557,0.0
RT,292,86,0.0,0.0,0.0,-20.066023642838417,0.0
RT,292,87,0.0,0.0,0.0,-21.353110570560546,0.0
RT,292,88,0.0,0.0,0.0,-22.78465149559176,0.0
RT,292,89,0.0,0.0594314655,0.0,-20.612417212171607,0.0
RT,292,90,0.0,0.0221150659,0.0,-22.283620619717595,0.0
RT,292,91,0.0,0.0,0.0,-25.245700163861642,0.0
RT,292,92,0.0,0.0,0.0,-26.650627717441097,0.0
RT,292,93,0.0,0.0,0.0,-28.150977725580788,0.0
RT,292,94,0.0,0.0,0.0,-25.93383370494206,0.0
RT,292,95,0.0,0.0,0.0,-23.89163012286005,0.0
RT,292,96,0.0,0.0,0.0,-22.57194593664957,0.0
RT,292,97,0.0,0.0,0.0,-26.58680574191945,0.0
RT,292,98,0.0,0.0,0.0,-31.696019042009482,0.0
RT,292,99,0.0,0.152224879,0.0,-36.781821382816304,0.0
RT,292,100,0.0,0.0,0.0,-31.27336514193567,0.0
RT,292,101,0.0,0.0,0.0,-27.191482826253264,0.0
RT,292,102,0.0,0.0,0.0,-45.07308964640535,0.0
RT,292,103,0.0,0.0472762276,0.0,-50.117495617306815,0.0
RT,292,104,0.0,25.7447506,0.0,-50.48553623767657,0.0
RT,292,105,0.0,0.0,0.0,-49.2205487735838,0.0
RT,292,106,0.0,0.0,0.0,-57.50509489800996,0.0
RT,292,107,0.0,0.0,0.0,-51.55006050919596,0.0
RT,292,108,0.0,0.0,0.0,-52.00502658683038,0.0
RT,292,109,0.0,0.0,0.0,-53.40838638015734,0.0
RT,292,110,0.0,0.0,0.0,-53.40838638015734,0.0
RT,292,111,0.0,0.0427960653,0.0,-51.98531951777085,0.0
RT,292,112,0.0,0.0377970863,0.0,2.2407365767731164,0.0
RT,292,113,0.0,0.0,0.0,4.767019161965635,0.0
RT,292,114,0.0,0.0,0.0,4.831999494372582,0.0
RT,292,115,0.0,0.0,0.0,-21.74971668184287,0.0
RT,292,116,0.0,0.0,0.0,4.5745044142550455,0.0
RT,292,117,0.0,0.0,0.0,-15.131976436263017,0.0
RT,293,0,0.0,0.0,0.0,0.0,0.0
RT,293,1,0.0,0.0,0.0,1.6321499418075973,0.0
RT,293,2,0.0,0.0,0.0,1.0102262572354164,0.0
RT,293,3,0.0,0.0,0.0,1.6073134375813822,0.0
RT,293,4,0.0,0.0,0.0,1.4355469637247324,0.0
RT,293,5,0.0,0.0228102713,0.0,2.381811183209379,0.0
RT,293,6,0.0,0.0,0.0,2.4102565655861667,0.0
RT,293,7,0.0,0.0387981594,0.0,0.16764310551505446,0.0
RT,293,8,0.0,0.0,0.0,0.16929513596545576,0.0
RT,293,9,0.0,0.0541649328,0.0,0.17103924680162663,0.0
RT,293,10,0.0,0.0,0.0,2.2796691612674067,0.0
RT,293,11,0.0,0.0522645053,0.0,2.256331893660075,0.0
RT,293,12,0.0,0.0,0.0,2.3983032051920077,0.0
RT,293,13,0.0,0.0,0.0,1.9390290228685103,0.0
RT,293,14,0.0,0.0162460008,0.0,0.2168811939950217,0.0
RT,293,15,0.0,0.0,0.0,1.9103945047377806,0.0
RT,293,16,0.0,0.0,0.0,-0.23355137943534032,0.0
RT,293,17,0.0,0.0,0.0,0.31857701922410797,0.0
RT,293,18,0.0,0.0169672147,0.0,-0.06013594104075537,0.0
RT,293,19,0.0,0.0,0.0,0.39166813521225663,0.0
RT,293,20,0.0,0.0,0.0,0.24539063753175583,0.0
RT,293,21,0.0,0.0,0.0,-0.3430548259650834,0.0
RT,293,22,0.0,0.0,0.0,-1.800918632502686,0.0
RT,293,23,0.0,0.0308850708,0.0,-4.279356345629623,0.0
RT,293,24,0.0,0.0,0.0,-1.1333965505658057,0.0
RT,293,25,0.0,0.0166938797,0.0,-1.6062010940123628,0.0
RT,293,26,0.0,0.00135183275,0.0,2.244144104516579,0.0
RT,293,27,0.0,0.0,0.0,2.627203487639491,0.0
RT,293,28,0.0,0.0,0.0,2.5523260197496995,0.0
RT,293,29,0.0,0.0,0.0,-2.6677846293094376,0.0
RT,293,30,0.0,0.0,0.0,2.2795803419724905,0.0
RT,293,31,0.0,0.0,0.0,1.7376400748517256,0.0
RT,293,32,0.0,0.0,0.0,-3.3100983399371557,0.0
RT,293,33,0.0,0.0,0.0,-8.100607590561935,0.0
RT,293,34,0.0,0.0,0.0,-7.842500160725564,0.0
RT,293,35,0.0,0.0,0.0,-7.842908948111813,0.0
RT,293,36,0.0,0.0,0.0,-8.349350444867241,0.0
RT,293,37,0.0,0.0,0.0,-9.760169024140538,0.0
RT,293,38,0.0,0.0,0.0,-10.02683896993807,0.0
RT,293,39,0.0,0.0,0.0,-11.491067924614441,0.0
RT,293,40,0.0,0.0,0.0,-12.825599790030566,0.0
RT,293,41,0.0,0.0881538172,0.0,-18.07472285925533,0.0
RT,293,42,0.0,0.0,0.0,-13.801737536116093,0.0
RT,293,43,0.0,0.0,0.0,-23.494944714820008,0.0
RT,293,44,0.0,0.0,0.0,-27.50111799806109,0.0
RT,293,45,0.0,0.0440884136,0.0,-30.301364985748847,0.0
RT,293,46,0.0,0.0,0.0,-31.713437586662053,0.0
RT,293,47,0.0,0.0,0.0,-33.753112472887295,0.0
RT,293,48,0.0,0.0,0.0,-34.98875796564121,0.0
RT,293,49,0.0,0.0,0.0,-36.302273063898724,0.0
RT,293,50,0.0,0.0,0.0,-37.887925590410646,0.0
RT,293,51,0.0,0.0,0.0,-38.16570076206918,0.0
RT,293,52,0.0,0.0,0.0,-39.85115352187421,0.0
RT,293,53,49.06354238675664,0.0,0.0,-41.97936360413186,0.0
RT,293,54,0.0,49.6452078,0.0,-41.78468898109327,0.0
RT,293,55,0.0,0.0,0.0,-41.906040382591584,0.0
RT,293,56,0.0,0.0,0.0,-39.34959620236333,0.0
RT,293,57,0.0,0.0,0.0,-39.44901848332222,0.0
RT,293,58,0.0,0.120087481,0.0,-39.2517087286831,0.0
RT,293,59,0.0,0.0,0.0,-32.962022130373384,0.0
RT,293,60,0.0,0.0518632474,0.0,-32.94338543098604,0.0
RT,293,61,0.0,0.0,0.0,-31.963604787127508,0.0
RT,293,62,0.0,0.0,0.0,-34.28056962691369,0.0
RT,293,63,0.0,0.0,0.0,-31.704849885064277,0.0
RT,293,64,0.0,0.0,0.0,-26.419849885064252,0.0
RT,293,65,0.0,0.00190750229,0.0,-30.2252014647664,0.0
RT,293,66,0.0,0.0,0.0,-30.56060305091438,0.0
RT,293,67,0.0,0.0,0.0,-24.6776889337811,0.0
RT,293,68,0.0,0.00311268847,0.0,-23.174443007308895,0.0
RT,293,69,0.0,0.0,0.0,-15.899044130327468,0.0
RT,293,70,0.0,0.0,0.0,-14.773552913826109,0.0
RT,293,71,0.0,0.0,0.0,-9.401907608022924,0.0
RT,293,72,0.0,0.0,0.0,-14.68904063184084,0.0
RT,293,73,0.0,0.0283645412,0.0,-16.911934969277553,0.0
RT,293,74,0.0,0.0,0.0,-18.078448659881104,0.0
RT,293,75,0.0,0.0983230359,0.0,-18.22330631338363,0.0
RT,293,76,0.0,0.0418488006,0.0,-22.28044663908696,0.0
RT,293,77,0.0,0.0,0.0,-22.143748280288236,0.0
RT,293,78,0.0,0.0,0.0,-22.412239444551858,0.0
RT,293,79,0.0,0.0594745059,0.0,-24.03872671015327,0.0
RT,293,80,0.0,0.0,0.0,-24.452041435227216,0.0
RT,293,81,0.0,0.0,0.0,-23.694263446753524,0.0
RT,293,82,0.0,0.0,0.0,-23.33122475027085,0.0
RT,293,83,0.0,0.0,0.0,-23.03721178808601,0.0
RT,293,84,0.0,0.0830532575,0.0,-23.113195057816313,0.0
RT,293,85,0.0,0.0,0.0,-22.318067198608247,0.0
RT,293,86,0.0,0.0,0.0,-22.328605169752763,0.0
RT,293,87,0.0,0.0,0.0,-23.49938664735987,0.0
RT,293,88,0.0,0.00360397644,0.0,-24.82927620486342,0.0
RT,293,89,0.0,0.029525944,0.0,-22.77643160925976,0.0
RT,293,90,0.0,0.0,0.0,-24.369506420767266,0.0
