load (MW)
1547.833334
1483.333334
1378.0
918.0
1237.25
1995.666667
2908.333334
2651.25
2268.333334
2380.0
3127.083334
2345.416667
2003.5
2325.0
1946.416667
2589.416667
2084.416667
1489.333334
2198.083334
2885.916667
2745.166667
2566.5
2739.583334
1951.5
2225.416667
2760.0
2272.416667
2634.25
2281.916667
2092.166667
3049.166667
2560.666667
2809.166667
2105.333334
2199.166667
2399.166667
2187.75
1784.416667
2144.5
2457.583334
2067.75
2008.666667
2025.0
2268.75
1623.0
1793.833334
2377.666667
2437.25
2748.5
2150.25
2074.666667
1234.333334
1776.75
2302.5
1908.083334
2234.083334
2244.75
2108.166667
2154.75
1908.833334
1905.5
1364.833334
1559.583334
1304.166667
1224.666667
918.5833335
1212.416667
1751.0
