Change1,Change2,Change3,Change4,Change5
85585.9439810465,1055.3962475288135,70933.15447697075,36241.22200324197,742592.7039287933
1007.0299355511816,591979.5070010497,52084.56219196705,226874.6846207794,825.052157276994
1213.7190564500343,1112.4109146005503,413018.38324618177,318355.86390818213,179059.83391282865
49372.41292391071,33.5218724061051,346.55183112125087,-260.4085285311012,27573.03095312619
8014.971829541035,10015.512950763099,166.38516549701308,139.2808950577528,167.69766549725318
747500.9085915686,8107.596348123683,386.34208194915846,719032.0396499772,727057.2223297152
1240.3717947147088,632533.079491035,907873.2081580524,1797.538490135339,1414976.9034225265
108807.86279711379,149302.52302842698,1512495.8104539616,133735.39883788646,123209.07038750131
586.4486509714043,362.0112650900264,468870.52918539493,154560.1089247783,518430.69762939826
226050.62030182383,257741.96368143742,1031206.050293273,1445210.7525813566,1637368.7898849577
852.3319586811704,384353.3040985818,649076.0390555324,762498.5967155568,1289940.9365882482
1268.094612611254,184731.6727746702,1245923.0360581065,439330.1131995511,1325.038568612159
1337.605420096792,532.2993252307497,628831.8623270522,244575.80418943215,216.71897666195582
145375.5703354506,129732.94965983697,1315.0093295836268,263170.2281714751,1473.0251847309555
436469.2242831938,532993.963450252,183.20894385811698,303883.8278705202,308.66353027540026
135926.39783044532,436458.8354660194,231345.6631415378,41913.007603260456,211230.83501777326
26.718732596884365,287529.4819413908,961173.9906134733,232.49117261184438,1091257.4693164513
222561.11873899732,675588.0297306227,782325.4364332047,722.1999400031491,369624.89392241824
1303.8049454066495,135666.60338734795,96928.99865048005,437462.0949456422,1008.5727127878345
1385706.5529316813,237097.61440107645,389222.6986761433,504055.2225424207,150002.65830048802
1498429.723283879,743134.1007161345,1407.4051576067723,583114.0795575724,978.5344705719472
119900.88538452907,1686931.1694406136,151248.48821639642,57535.69840972932,202580.95281897136
1538381.4956267548,943296.2334502029,1608594.334504961,830384.1182732997,84901.33267335643
868210.700245497,973091.9959360845,350.3371162874246,963.7456664175697,1635.0596456190397
499811.5563553192,67021.07886132978,558.6506011701858,63723.97251316298,235494.0342656934
1569111.8247961225,265405.27671017626,1339415.7596980769,1241.4112655801,125930.37514025843
189204.72259468457,233075.23482875415,320807.0284184872,158834.21597412805,700038.6009275422
156626.21855015316,815195.8222648405,312614.3004510477,1917.0162335385976,857.8790417745186
562.0858672799077,585337.8200245795,19132.264866252735,871.2889445178444,900.2414622318029
624102.0864928701,1260006.602987158,1082873.4908229893,1253.5864738578093,326338.77217379864
5224.572278728097,764563.8507654483,2229332.241473815,252108.2618904657,150869.16348661928
779062.1160239641,1589.6399314364244,305.3338676398416,495601.2200276351,1804.2800842589786
31459.383040902583,1171663.6775253455,240213.80896328596,1712006.4917483164,1775.619799237742
55039.20525023983,55123.25855258589,40104.89102240304,224183.51068573457,1014.6742647139181
116116.12499521887,689298.5468977055,6030.296489047236,621.3574880996748,468.78133461246034
49.276980055947206,109677.68869593923,1251691.2325711246,1631.823134455466,287722.01233085606
1391.2729670773406,1258.7641411904333,854742.8542308612,156.419116895122,151236.50092025351
138900.44690490182,1512.7696933495463,136452.8953801733,804215.1860372763,746107.6817148469
951.2587657782715,238507.54427282844,739483.3171736689,332249.29102970305,485719.3972913833
1134.9050301389216,862333.0098299233,315924.1726941673,289044.2936569947,577511.0017754768
121375.48475826165,233337.05320603456,442329.56742253597,1149026.4432917044,24.145158707426162
89950.42598585902,236433.26991166407,140943.01487620565,828175.4726290717,105229.62631310236
642479.8816279367,955632.9223579431,5574.701288519587,68773.61055299344,620321.9019143949
162032.22462630228,159837.4960237251,1442.463228611654,206876.36228513092,188562.59756306853
644823.9560591332,346377.5390327842,217224.4095735495,216536.70317952128,230.28664894934627
41812.65636871179,98.69295332320326,331047.65819900227,960484.592930305,195214.63268155378
1471528.6912714457,45900.64124376475,1551614.3195312312,24491.64059352869,1318.7515113720729
333666.82666294044,1627138.7037115365,1612.5824709590815,215432.16081300558,211.49788353277836
581931.0785830676,309484.5691796123,187859.8709153827,646040.7587860463,240643.62010856083
126814.73303386799,816567.0671142287,436809.67129257426,679.5210786336829,1171683.0074786686
940873.7359327108,860804.34021285,735.4604304733075,579.3925342514995,344.9188467362401
31907.29595187366,80883.29054210433,573.324034129866,90726.92583110921,821.824034131816
12244.376215779223,1412.69640642812,1495.1698392200633,1100602.0243632253,1098.9670003425272
836485.7477671632,153359.17879362643,859874.5497379652,150008.9863424315,175965.85274748981
902442.8452671063,24894.930942371153,784896.3764900363,348076.9711053,74.55769467201026
72217.20739540998,955548.7686845536,172668.0864250608,81611.48604184053,178.27775437454693
115902.93091094126,676940.4174980883,1295510.1628497879,1182.882582795879,72847.31110222907
41359.03123887794,112949.91333754742,789350.5661255725,1306.6741826701764,1346.3146494415996
841972.4316376051,93360.32177169876,33181.517547936426,811931.7118258403,903.3844997831184
140061.4719645342,1132164.3438626705,400.4684297333588,10638.171577677,144365.0247876821
60494.757209483316,459.3629920155654,259.4065290647268,27033.29247838528,434.686518136863
-144.15659678626253,100429.9641579256,127.17170320433797,60288.597955202014,265.4282028807065
503.88653413056454,236423.69682072607,904.1405373866874,385132.19622551394,698.5115341314231
448.5518311215201,520.4893311213891,319.92683112034865,437.3018311220876,24.33067999324703
653.5520794917538,-223.72708738308575,62.39204417167639,637.7395794935946,-161.62708738309448
-287.2287083007759,597.3504585753253,272.7388413479857,627.8504585747505,-61.93004968795867
69582.43685763044,-3.6728945506038144,392.2823685038238,-10.284103127873095,366.53236850396934
784.4285969883931,209834.84992168812,845.9851827358507,189781.95475474952,265430.7448470356
489664.85194801283,1077612.838496773,133467.38343223295,1491.7030289795512,161.24899749303586
