Perfect_Cost
88987.88100016373
91109.0873506871
78967.2196683117
83846.92333342842
94190.85354464558
135502.00479862618
139402.87130697278
126641.3696375606
128479.87499720485
144067.45687850728
126868.45341963999
103739.56364889999
103578.13537286165
109807.44998683588
123252.58061144414
118636.0674646743
104434.94699182024
105614.61516284334
141247.42223396694
137862.53696570633
133384.01165075443
116254.4135759295
119224.07790633943
109925.89811984607
158758.63756198276
138387.4814387965
130117.49855163984
130903.55785777101
114748.42993845954
134305.44787232066
129610.92698133463
114866.87812223104
115886.37825292954
108673.73199727692
112057.96481860089
124326.86166315411
114613.06065809411
119122.55092068316
118352.6379292119
113665.47544172773
105461.46527649456
110661.96876584455
118927.95754843259
99376.86102594502
97725.3255865116
115344.90097918328
130593.50111399498
125243.9308536377
111905.67434011857
91981.36297412655
82196.4937816247
98056.46047859719
101814.84189617487
103946.5229937056
100705.53991331033
108314.1572225726
117273.91370662798
100862.82896966666
88305.07147487643
88774.35026177489
84789.45778219339
84988.30468049613
82323.75583281153
81902.20035686572
76787.85729830165
76783.88037560614
68445.19679712332
109117.9125595169
